,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency,gender
13962,AVpe5_LV1cnluZ0-ZgoO,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,75.0,75.0,FALSE,USD,Women
13963,AVpe5_LV1cnluZ0-ZgoO,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,20.99,20.99,TRUE,USD,Women
13995,AVpfNWyfLJeJML434rr3,Unique Bargains,"Clothing,Shoes,Women's Shoes,Women's Sandals","Black,Gold,Silver",69.99,69.99,FALSE,USD,Women
13996,AVpfNWyfLJeJML434rr3,Unique Bargains,"Clothing,Shoes,Women's Shoes,Women's Sandals","Black,Gold,Silver",34.55,34.55,TRUE,USD,Women
14008,AVpe5U681cnluZ0-ZQ2W,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,119.0,119.0,FALSE,USD,Women
14009,AVpe5U681cnluZ0-ZQ2W,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,64.99,64.99,TRUE,USD,Women
14010,AVpe5U681cnluZ0-ZQ2W,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Gray,76.98,76.98,TRUE,USD,Women
14015,AVpe5UqR1cnluZ0-ZQu_,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,27.99,27.99,TRUE,USD,Women
14016,AVpe5UqR1cnluZ0-ZQu_,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,89.0,89.0,FALSE,USD,Women
14024,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,88.83,88.83,TRUE,USD,Women
14025,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,88.02,88.02,TRUE,USD,Women
14026,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,82.76,82.76,TRUE,USD,Women
14027,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,199.98,199.98,FALSE,USD,Women
14028,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,81.99,81.99,TRUE,USD,Women
14029,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,90.44,90.44,TRUE,USD,Women
14030,AVpe4IoEilAPnD_xP2NR,Nike,"Accessories,Prescription Eyewear Frames,Women,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports",Not Available,87.21,87.21,TRUE,USD,Women
14038,AVpfNt3dilAPnD_xXXNn,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,259.44,259.44,FALSE,USD,Women
14039,AVpfNt3dilAPnD_xXXNn,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,236.09,236.09,TRUE,USD,Women
14085,AVpfJTGQ1cnluZ0-e4ck,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Yellow,44.99,44.99,TRUE,USD,Women
14086,AVpfJTGQ1cnluZ0-e4ck,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Yellow,70.0,70.0,FALSE,USD,Women
14090,AVpfJFXG1cnluZ0-ez4x,VANS,"Fitness Gear,Exercise & Fitness,Shoes,Sports & Outdoors,Clothing,Women's Shoes,All Women's Shoes",Not Available,28.81,28.81,FALSE,USD,Women
14108,AVpe6p1HilAPnD_xQzoQ,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Vanilla,65.0,65.0,FALSE,USD,Women
14109,AVpe6p1HilAPnD_xQzoQ,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Vanilla,39.99,39.99,TRUE,USD,Women
14129,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14130,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14131,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14132,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14133,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14134,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14135,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14136,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14137,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14138,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14139,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14140,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14141,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14142,AVpe79vxilAPnD_xRR7z,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes",Tan,795.0,795.0,FALSE,USD,Women
14144,AVpfNOXiLJeJML434pDa,Unique Bargains,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,20.87,20.87,TRUE,USD,Women
14145,AVpfNOXiLJeJML434pDa,Unique Bargains,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,41.99,41.99,FALSE,USD,Women
14156,AVpe7ZClilAPnD_xRE6L,Nike,"Athletic,Clothing, Shoes & Accessories,Women's Shoes",Green,87.95,87.95,FALSE,USD,Women
14157,AVpe7ZClilAPnD_xRE6L,Nike,"Athletic,Clothing, Shoes & Accessories,Women's Shoes",Green,73.95,73.95,FALSE,USD,Women
14163,AVpfCQqsLJeJML4309oT,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,12.99,12.99,TRUE,USD,Women
14164,AVpfCQqsLJeJML4309oT,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,89.0,89.0,FALSE,USD,Women
14165,AVpe8Ytj1cnluZ0-aYpr,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,42.99,42.99,TRUE,USD,Women
14166,AVpe8Ytj1cnluZ0-aYpr,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,89.0,89.0,FALSE,USD,Women
14177,AVpe8XcY1cnluZ0-aYOJ,Easy Spirit,"Clothing,Shoes,Women's Shoes,Women's Sandals",Light TaupeLight Tan,41.19,41.19,FALSE,USD,Women
14211,AVpfLWpB1cnluZ0-fj0U,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,19.32,19.32,TRUE,USD,Women
14212,AVpfLWpB1cnluZ0-fj0U,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,38.99,38.99,FALSE,USD,Women
14217,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",17.97,73.0,FALSE,USD,Women
14218,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",28.0,28.0,TRUE,USD,Women
14219,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",22.0,47.32,FALSE,USD,Women
14220,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",17.97,59.88,FALSE,USD,Women
14221,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",17.02,73.0,FALSE,USD,Women
14222,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",21.95,59.88,FALSE,USD,Women
14223,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",70.0,70.0,FALSE,USD,Women
14224,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",21.95,21.95,TRUE,USD,Women
14225,AVpe4gH7LJeJML43xbEV,Nike,"Clothing,Clothing, Shoes & Jewelry,Women,Active,Active Shorts","University RedNight MaroonWhite,BLACKWOLF GREYBLACKWHITE, Game RoyalObsidian,WOLF GREYWHITEWOLF GREYBLACK,SPRING LEAFWHITESPRING LEAFWHITE",17.97,73.0,FALSE,USD,Women
14236,AVpfQMWA1cnluZ0-hJw3,Nike,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",BlackLight Bone,139.99,139.99,FALSE,USD,Women
14242,AVpe75WmLJeJML43ysCq,Easy Spirit,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes",DBRDBR LE,88.95,88.95,FALSE,USD,Women
14243,AVpe75WmLJeJML43ysCq,Easy Spirit,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes",DBRDBR LE,47.02,47.02,TRUE,USD,Women
14244,AVpe75b41cnluZ0-aNgq,Reebok,"See more Reebok Crossfit Nano 5 Womens Fitness Shoes Ye...,Athletic,Clothing, Shoes & Accessories,Women's Shoes",Green,65.99,65.99,FALSE,USD,Women
14252,AVpfKWzsLJeJML433tDg,Reebok,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,53.99,53.99,TRUE,USD,Women
14253,AVpfKWzsLJeJML433tDg,Reebok,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,90.0,90.0,FALSE,USD,Women
14255,AVpfKW42ilAPnD_xWQ2d,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Blue,34.99,34.99,TRUE,USD,Women
14256,AVpfKW42ilAPnD_xWQ2d,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Blue,65.0,65.0,FALSE,USD,Women
14289,AVpe67QCilAPnD_xQ57o,Ralph Lauren,"Sandals,Women,Shoes",Black,175.0,175.0,FALSE,USD,Women
14298,AVpe8gtdLJeJML43y6Et,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,29.99,29.99,TRUE,USD,Women
14299,AVpe8gtdLJeJML43y6Et,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,27.99,27.99,TRUE,USD,Women
14300,AVpe8gtdLJeJML43y6Et,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,80.0,80.0,FALSE,USD,Women
14301,AVpe8gtdLJeJML43y6Et,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Multicolor,38.98,38.98,TRUE,USD,Women
14314,AVpfMRcv1cnluZ0-f3Wm,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown - pottingsoil,64.99,64.99,FALSE,USD,Women
14315,AVpfMRcv1cnluZ0-f3Wm,VANS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown - pottingsoil,36.99,36.99,TRUE,USD,Women
14320,AVpfMQ8vilAPnD_xW5Ae,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,85.0,85.0,FALSE,USD,Women
14321,AVpfMQ8vilAPnD_xW5Ae,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,42.99,42.99,TRUE,USD,Women
14332,AVpe5Er1LJeJML43xpP_,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,39.99,39.99,TRUE,USD,Women
14333,AVpe5Er1LJeJML43xpP_,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,89.0,89.0,FALSE,USD,Women
14336,AVpfN2EKilAPnD_xXZ4Y,Unique Bargains,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Red,31.3,31.3,TRUE,USD,Women
14337,AVpfN2EKilAPnD_xXZ4Y,Unique Bargains,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Red,62.99,62.99,FALSE,USD,Women
14377,AVpfJCsWilAPnD_xV1Cg,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Green - vrdntgrnmdgum,64.99,64.99,FALSE,USD,Women
14378,AVpfJCsWilAPnD_xV1Cg,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Green - vrdntgrnmdgum,38.99,38.99,TRUE,USD,Women
14381,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14382,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14383,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14384,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14385,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14386,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14387,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14388,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14389,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14390,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14391,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14392,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14393,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14394,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14395,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14396,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14397,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14398,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14399,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14400,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14401,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14402,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14403,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14404,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14405,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14406,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14407,AVpfMnY3ilAPnD_xXAUD,Ralph Lauren,"Ballets, Flats & Sneakers,Women,Shoes","Camel,Black",550.0,550.0,FALSE,USD,Women
14442,AVpe-J5NilAPnD_xSEwP,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",White,44.99,44.99,TRUE,USD,Women
14443,AVpe-J5NilAPnD_xSEwP,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",White,130.0,130.0,FALSE,USD,Women
14444,AVpe-J5NilAPnD_xSEwP,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",White,31.99,31.99,TRUE,USD,Women
14445,AVpe-J5NilAPnD_xSEwP,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",White,56.98,56.98,TRUE,USD,Women
14467,AVpe4jeN1cnluZ0-Y91l,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Beige,Gray",199.0,199.0,FALSE,USD,Women
14468,AVpe4jeN1cnluZ0-Y91l,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Beige,Gray",113.99,113.99,TRUE,USD,Women
14477,AVpfMIU71cnluZ0-f0Yn,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,43.98,43.98,TRUE,USD,Women
14478,AVpfMIU71cnluZ0-f0Yn,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,79.0,79.0,FALSE,USD,Women
14479,AVpfMIU71cnluZ0-f0Yn,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,35.99,35.99,TRUE,USD,Women
14481,AVpfLL3hilAPnD_xWiLB,Nine West,"Clothing,Shoes,Women's Shoes,Women's Sandals","Navy Leather,Yellow",30.99,30.99,FALSE,USD,Women
14503,AVpe92_5LJeJML43zZpn,New Balance,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,34.99,34.99,TRUE,USD,Women
14504,AVpe92_5LJeJML43zZpn,New Balance,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,70.0,70.0,FALSE,USD,Women
14511,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,289.0,289.0,TRUE,USD,Women
14512,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14513,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14514,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14515,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14516,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14517,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14518,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14519,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14520,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14521,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14522,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14523,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14524,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14525,AVpfOCmNilAPnD_xXeEF,Ralph Lauren,"Women,Shoes,Pumps",HoundstoothBlack,795.0,795.0,FALSE,USD,Women
14529,AVpfDYwi1cnluZ0-c20I,MUK LUKS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,37.99,37.99,TRUE,USD,Women
14530,AVpfDYwi1cnluZ0-c20I,MUK LUKS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,45.0,45.0,FALSE,USD,Women
14570,AVpfLPTLLJeJML433_lp,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,49.99,49.99,TRUE,USD,Women
14571,AVpfLPTLLJeJML433_lp,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,89.0,89.0,FALSE,USD,Women
14580,AVpfDOJM1cnluZ0-czIN,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,105.83,105.83,TRUE,USD,Women
14581,AVpfDOJM1cnluZ0-czIN,Superior Glove Works,"Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,116.3,116.3,FALSE,USD,Women
14588,AVpe-Ez6ilAPnD_xSC52,TOMS,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes",Not Available,56.58,56.58,FALSE,USD,Women
14605,AVpe-FLV1cnluZ0-bARp,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,82.99,82.99,FALSE,USD,Women
14606,AVpe-FLV1cnluZ0-bARp,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,20.55,20.55,TRUE,USD,Women
14607,AVpe-FLV1cnluZ0-bARp,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,41.25,41.25,TRUE,USD,Women
14608,AVpe-FLV1cnluZ0-bARp,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,41.99,41.99,FALSE,USD,Women
14652,AVpfLnzVLJeJML434Hv2,Reebok,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",White,39.95,39.95,FALSE,USD,Women
14668,AVpfCVlwLJeJML430_S-,Nike,"Active,Active Pants,Women,Clothing, Shoes & Jewelry,Clothing",Not Available,34.99,45.0,FALSE,USD,Women
14683,AVpfQd-pLJeJML435ti4,Ralph Lauren,"Sandals,Women,Shoes",BlackBlack,650.0,650.0,FALSE,USD,Women
14704,AVpe-XQBilAPnD_xSJnG,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Rose,36.2,36.2,FALSE,USD,Women
14719,AVpfR2MDilAPnD_xYtUn,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black Shadow,White,High Risk Red,Bay,Geranium,Capri Breeze,Gray",75.0,75.0,FALSE,USD,Women
14720,AVpfR2MDilAPnD_xYtUn,PUMA,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black Shadow,White,High Risk Red,Bay,Geranium,Capri Breeze,Gray",27.99,27.99,TRUE,USD,Women
